id,y_2010,y_2012
2,,
3,23,29
4,4,5
5,1,1
6,,
7,4,5
8,1,1
9,,
10,1,1
11,5,6
12,,
13,78,92
14,,
15,1,1
16,,
17,,
18,3,3
19,,
20,,
21,2,2
22,5,6
23,,
24,,
25,,
26,,
27,,
28,6,4
29,,
30,,
31,,
32,,
33,5,4
34,14,10
35,26,19
36,2,2
37,1,1
38,,
39,7,9
40,,
41,,
42,,
43,2,2
44,5,6
45,65,46
46,,
47,,
48,,
49,3,4
50,,
51,,
52,,
53,,
54,1,1
55,,
56,,
57,26,34
58,,
59,,
60,,
61,,
62,,
63,,
64,1,1
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,29,20
74,,
75,16,21
76,82,76
77,30,24
78,36,32
79,,
80,,
81,,
82,,
83,3,3
84,,
85,3,2
86,,
87,,
88,3,4
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,5,6
97,,
98,14,18
99,,
100,,
101,,
102,,
103,,
104,,
105,36,26
106,,
107,,
108,1,1
109,11,13
110,,
111,70,74
112,,
113,23,20
114,,
115,162,201
116,47,41
117,20,24
118,,
119,,
120,5,6
121,,
122,,
123,,
124,,
125,11,14
126,,
127,1,1
128,,
129,,
130,1,1
131,14,18
132,,
133,,
134,,
135,,
136,16,19
137,3,2
138,,
139,,
140,,
141,1,1
142,1,1
143,2,2
144,50,62
145,,
146,3,2
147,17,22
148,12,9
149,7,9
150,,
151,21,27
152,2,2
153,,
154,,
155,13,9
156,52,67
157,2,2
158,14,11
159,3,2
160,,
161,,
162,,
163,4,3
164,,
165,,
166,,
167,,
168,,
169,13,13
170,,
171,,
172,56,67
173,1,1
174,1,1
175,2,1
176,,
177,,
178,,
179,,
180,2,3
181,9,9
182,,
183,,
184,1,1
185,,
186,1,1
187,,
188,4,3
189,,
190,1,1
191,1,1
192,45,37
193,,
194,3,2
195,,
196,,
197,,
198,6,6
199,4,4
200,142,146
201,2,2
202,,
203,1,1
204,,
205,,
206,,
207,271,337
208,6,6
209,1,1
210,,
211,,
212,,
213,1,1
215,1,1
216,,
217,,
218,,
219,28,33
220,,
221,,
222,,
223,,
224,,
225,,
226,,
227,1,1
228,,
229,837,587
230,,
231,15,16
232,9,12
233,,
234,12,9
235,2,2
236,,
237,25,32
238,,
240,1,1
241,,
242,1,1
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,19,13
252,,
253,1,1
254,,
255,,
256,27,34
257,70,55
258,,
259,,
260,1,1
261,,
262,,
263,1,1
264,11,13
265,,
266,,
267,49,47
268,,
269,,
270,,
271,,
272,,
273,3,2
274,,
275,,
276,,
277,25,24
278,16,19
279,,
280,,
281,,
282,8,6
283,2,2
284,,
285,,
286,,
287,48,48
288,1,1
289,13,9
290,,
291,,
292,1,1
293,,
294,,
295,1,1
296,16,11
297,,
298,,
299,10,10
300,,
301,10,10
302,,
303,,
304,,
305,5,5
306,5,4
307,,
308,28,23
309,11,10
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,3,3
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,12,15
333,3,2
334,,
335,1,1
336,47,33
337,,
338,,
339,,
340,2,2
341,,
342,2,3
343,20,18
344,65,83
345,,
346,,
347,,
348,,
349,,
350,,
351,4,5
352,,
353,8,10
354,,
355,,
356,1,1
357,108,139
358,2,1
359,2,1
360,3,2
361,,
362,,
363,,
364,3,2
365,,
366,,
367,34,24
368,,
369,,
370,56,43
371,3,4
372,15,18
373,2,2
374,2,3
375,9,12
376,8,6
377,30,26
378,4,3
379,2,2
380,11,9
381,3,4
382,3,4
383,,
384,4,5
385,4,3
386,3,2
387,4,4
388,1,1
389,1,1
390,,
391,,
392,27,22
393,,
394,1,1
395,4,4
396,1,1
397,,
398,7,7
399,,
400,2,2
401,,
402,,
403,4,5
404,,
405,4,3
406,3,2
407,4,5
408,18,23
409,5,6
410,,
411,12,9
412,5,5
413,14,18
416,,
417,,
418,,
419,,
420,20,14
421,22,29
422,,
423,1,1
424,2,2
425,,
426,,
428,4,3
430,21,27
431,2,2
432,3,4
433,,
434,31,37
435,1,1
436,,
437,38,30
438,73,95
442,1,1
443,,
444,,
445,,
446,,
447,24,28
448,37,48
449,5,5
450,17,16
451,31,33
452,30,39
453,,
454,,
455,,
456,,
457,,
458,,
459,,
460,18,17
462,29,38
463,9,9
464,38,29
465,,
466,1,1
467,23,27
468,,
469,1,1
470,4,5
471,2,2
472,1,1
473,67,87
474,3,3
475,11,11
